,amount,asset,date,signer,sender
20271,269.72945,SRM,2022-01-27,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa
20272,0.490784,SRM,2022-01-27,J6kQ1kiRXvGRRJcxqDq6zt6ewchbE1BGPgwJ4RNyhCTK,J6kQ1kiRXvGRRJcxqDq6zt6ewchbE1BGPgwJ4RNyhCTK
20273,1.937715,SRM,2022-01-28,3EE54x2rTaBr1X3iAeed7Z1ExaGGVhM1AZqa2jnnn6HF,3EE54x2rTaBr1X3iAeed7Z1ExaGGVhM1AZqa2jnnn6HF
20274,180.347339,SRM,2022-01-28,3a2YxmuEWgcZP8w5AhPoiXTbXA7Y6HgrMBF8JcaMwJcT,3a2YxmuEWgcZP8w5AhPoiXTbXA7Y6HgrMBF8JcaMwJcT
20275,2.725781,SRM,2022-01-28,3yn3fVbGAFoGm8KteH3q72e6yHarK4HRA3seMZNkHg6k,3yn3fVbGAFoGm8KteH3q72e6yHarK4HRA3seMZNkHg6k
20276,12.736709,SRM,2022-01-28,8QTutSLbCj1mhLoxAAyjdkssUX5hkggiLS1jDcuFkzUG,8QTutSLbCj1mhLoxAAyjdkssUX5hkggiLS1jDcuFkzUG
20277,2520.147122,SRM,2022-01-28,9EuPejLrErsY9yzDMmsdhJvyVMFqKvLK9kgXV9yHzZMN,9EuPejLrErsY9yzDMmsdhJvyVMFqKvLK9kgXV9yHzZMN
20278,74.502828,SRM,2022-01-28,9ciZBMmzUaGEagzsj3FaHqUifj3pB2X59vSZvHgp22FY,9ciZBMmzUaGEagzsj3FaHqUifj3pB2X59vSZvHgp22FY
20279,4.303055,SRM,2022-01-28,AFR31j98rkRpxUTaKVPdgGaKpLzXjHZwnbMoSr3CNmVW,AFR31j98rkRpxUTaKVPdgGaKpLzXjHZwnbMoSr3CNmVW
20280,45.225816,SRM,2022-01-28,B75GPd6LgwBFSZ7KFuvCkMv1Wp7cLXXYzfWSKHM64snm,B75GPd6LgwBFSZ7KFuvCkMv1Wp7cLXXYzfWSKHM64snm
20281,1101.75314,SRM,2022-01-28,DE3swkTf9q36fDg19sVtg1dLRUm4MsKfRc1LrhWLLfba,DE3swkTf9q36fDg19sVtg1dLRUm4MsKfRc1LrhWLLfba
20282,56.787315,SRM,2022-01-28,EDvWBmYG1fBFy4aGuo4kn42R9WeUAcxUU1T6GFjVcj4K,EDvWBmYG1fBFy4aGuo4kn42R9WeUAcxUU1T6GFjVcj4K
20283,405.842822,SRM,2022-01-28,EFcW7ACoejmCLwgrDTSZiDMKFaXQjMcPRDTp8i34UFzn,EFcW7ACoejmCLwgrDTSZiDMKFaXQjMcPRDTp8i34UFzn
20284,16.009611,SRM,2022-01-28,FtmcaqXQ4MNvei4QPgKRWFyY9uT4YrQRUk1ggBTGaEy5,FtmcaqXQ4MNvei4QPgKRWFyY9uT4YrQRUk1ggBTGaEy5
20285,10.7,SRM,2022-01-29,3e8FSpYdwwFLznRnSu4Q5dkitrcFViny8qhDbLobfKth,3e8FSpYdwwFLznRnSu4Q5dkitrcFViny8qhDbLobfKth
20286,4.98,SRM,2022-01-29,3nmvHVPxfXTarpPHPNiqUDM4yHXrnfpazRwFQ5Qw3GTb,3nmvHVPxfXTarpPHPNiqUDM4yHXrnfpazRwFQ5Qw3GTb
20287,1.501139,SRM,2022-01-29,5v6Pvz6Wc55koYf8Z9QiaqVcRmjJn5PFM7KzgPewwUTj,5v6Pvz6Wc55koYf8Z9QiaqVcRmjJn5PFM7KzgPewwUTj
20288,1.0,SRM,2022-01-29,7DYLCrKefnkZoF5e19wnmJKMuUXUM9vhaSLis6n9owYL,7DYLCrKefnkZoF5e19wnmJKMuUXUM9vhaSLis6n9owYL
20289,35.684597,SRM,2022-01-29,7SXskupCCDPoTJbcWbJCXAuydfNAd6JUiFL4S6ypmHja,7SXskupCCDPoTJbcWbJCXAuydfNAd6JUiFL4S6ypmHja
20290,71.744871,SRM,2022-01-29,8JcssSVTwZu8QTnGpuYoP1dWcmSqRjpsCLiTej14Kocj,8JcssSVTwZu8QTnGpuYoP1dWcmSqRjpsCLiTej14Kocj
20291,15.0,SRM,2022-01-29,Dng35pqpLYYKhT6wLDzRKRvecRCW2XBT14WsJbJ7TFV3,Dng35pqpLYYKhT6wLDzRKRvecRCW2XBT14WsJbJ7TFV3
20292,0.00035,SRM,2022-01-29,F1uCnMEi48Wygz4r3m7zyey1d2FAn6ub6ruqsE3Gqobh,F1uCnMEi48Wygz4r3m7zyey1d2FAn6ub6ruqsE3Gqobh
20293,3.427324,SRM,2022-01-29,FXgr2EjKGamWnusDyhfqwmcxQi2LuS78tvb6MehLB6Xf,FXgr2EjKGamWnusDyhfqwmcxQi2LuS78tvb6MehLB6Xf
20294,5.256427,SRM,2022-01-29,HWuHnJ45iWHo47aLBxKTeEKPLrCSGALjEsnPhUB2a7ML,HWuHnJ45iWHo47aLBxKTeEKPLrCSGALjEsnPhUB2a7ML
20295,0.02,SRM,2022-01-29,cyzavZrt2xqCGFQqiJtGYbgUaLmFAPhFyVaitcGkk4p,cyzavZrt2xqCGFQqiJtGYbgUaLmFAPhFyVaitcGkk4p
20296,8.052713,SRM,2022-01-29,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4
20297,0.051839,SRM,2022-01-30,6NCutfeu89M8AnzPb7TM5YPww21RveE8mwF6R7A4XYLu,6NCutfeu89M8AnzPb7TM5YPww21RveE8mwF6R7A4XYLu
20298,0.03765,SRM,2022-01-30,B7gJft11wxLLdXqKiYxv7C5SrmoxapRTBpHqUjvg5J7v,B7gJft11wxLLdXqKiYxv7C5SrmoxapRTBpHqUjvg5J7v
20299,1.58,SRM,2022-01-30,Ce8C77BpPrjuA6P5GAseRVwij2y43yDoYkaBLoBf8NuC,Ce8C77BpPrjuA6P5GAseRVwij2y43yDoYkaBLoBf8NuC
20300,649.12599,SRM,2022-01-30,DRVtEzZs9u9ysrcANZLEjrvbuuGqYn77v2h4cDFKuNUx,DRVtEzZs9u9ysrcANZLEjrvbuuGqYn77v2h4cDFKuNUx
20301,0.293328,SRM,2022-01-30,FK3qtA8Hr3hNwEG66CTDoXneSZSamQKMYe5q2ZfHHMzi,FK3qtA8Hr3hNwEG66CTDoXneSZSamQKMYe5q2ZfHHMzi
20302,3975.386359,SRM,2022-01-30,FrrrZWDn7pCMiGoh35PVZbP8uV2n5nFFJx3uFuyKty2R,FrrrZWDn7pCMiGoh35PVZbP8uV2n5nFFJx3uFuyKty2R
20303,1.0,SRM,2022-01-30,c72cRsAZnEPRcBRqPT9My1XqcxN6r5nA4P7nPg44jj3,c72cRsAZnEPRcBRqPT9My1XqcxN6r5nA4P7nPg44jj3
20304,19.0,SRM,2022-01-31,4M2znh9vsTnMnZi27eTBKiHJJrYECHH5G2fRjp5Vmrsp,4M2znh9vsTnMnZi27eTBKiHJJrYECHH5G2fRjp5Vmrsp
20305,207.159218,SRM,2022-01-31,8stg9TshwM7D7BcpvLFYuPQJcjLmju6KdUviHfYQqego,8stg9TshwM7D7BcpvLFYuPQJcjLmju6KdUviHfYQqego
20306,70.0,SRM,2022-01-31,C6XN6uP3uR2c6GNKn74kGc5EVmPgGQ7rkvHcBGnnNcEb,C6XN6uP3uR2c6GNKn74kGc5EVmPgGQ7rkvHcBGnnNcEb
20307,44.853952,SRM,2022-01-31,ErELM9mHHE39b8yEbm8r7jWSZtmGheHA2gNjFPjNAWT8,ErELM9mHHE39b8yEbm8r7jWSZtmGheHA2gNjFPjNAWT8
20308,200.011738,SRM,2022-01-31,k4sJBrDaGWbyMaZ1mGpTwguzVbYU4uoiwyK7NuweLi2,k4sJBrDaGWbyMaZ1mGpTwguzVbYU4uoiwyK7NuweLi2
20309,0.902438,SRM,2022-02-01,3z28XM5r8vnKj4cRFMphaFpznFci8YWmjHBwo1xHTVKa,3z28XM5r8vnKj4cRFMphaFpznFci8YWmjHBwo1xHTVKa
20310,0.900476,SRM,2022-02-01,5JzD5D3uGLv6Uec5pueV9ADzpE91faPn5M25KYF1FfMt,5JzD5D3uGLv6Uec5pueV9ADzpE91faPn5M25KYF1FfMt
20311,43.173518,SRM,2022-02-01,5RiCH9RVjJGih8d9qfWSqBRgnB2a18SsJqbFoxWHGC6b,5RiCH9RVjJGih8d9qfWSqBRgnB2a18SsJqbFoxWHGC6b
20312,584.0,SRM,2022-02-01,9mSFaSJgQotHmL14xSMcRgNC9hnidNfGkyJ2fhvizKuj,9mSFaSJgQotHmL14xSMcRgNC9hnidNfGkyJ2fhvizKuj
20313,3032.289001,SRM,2022-02-01,AYzx1cvmS4m6zAU8QDy2xbBwJEQ4q571SK9FgJabxJ8v,AYzx1cvmS4m6zAU8QDy2xbBwJEQ4q571SK9FgJabxJ8v
20314,0.904393,SRM,2022-02-01,BnutcwY1fcvhKqxPRUnqvwhyNrjxf38Za5i7MxbcYvQx,BnutcwY1fcvhKqxPRUnqvwhyNrjxf38Za5i7MxbcYvQx
20315,189.901166,SRM,2022-02-01,C47HMj1JtzVnR5PXM6QwJH5h39BoVcYdLF7bU93Up7pQ,C47HMj1JtzVnR5PXM6QwJH5h39BoVcYdLF7bU93Up7pQ
20316,19.043944,SRM,2022-02-01,DkZwi9x6CkUJPPYFrP44ZJZLaxdqj7qXjA99cP3Cdr8q,DkZwi9x6CkUJPPYFrP44ZJZLaxdqj7qXjA99cP3Cdr8q
20317,512.007212,SRM,2022-02-01,F345Y8xM95zH2dNG9qraGdSPTM8bY6HbHMhvKYG7BqhJ,F345Y8xM95zH2dNG9qraGdSPTM8bY6HbHMhvKYG7BqhJ
20318,119.461665,SRM,2022-02-02,9mSFaSJgQotHmL14xSMcRgNC9hnidNfGkyJ2fhvizKuj,9mSFaSJgQotHmL14xSMcRgNC9hnidNfGkyJ2fhvizKuj
20319,10.0,SRM,2022-02-02,DvWCJgfDaxoyhXXv557XD6H9AVTqyLhmWMw555Zna3Np,DvWCJgfDaxoyhXXv557XD6H9AVTqyLhmWMw555Zna3Np
20320,8752.721337,SRM,2022-02-02,EQoyjasDpNomZT6tTWfbpLyJmWxGrevSQf7FvdSViQYK,EQoyjasDpNomZT6tTWfbpLyJmWxGrevSQf7FvdSViQYK
20321,14.107195,SRM,2022-02-02,EuWWp9QSAtA8sX98yoe4kkdJ8b9baAs5F8JU4wqxFZ8q,EuWWp9QSAtA8sX98yoe4kkdJ8b9baAs5F8JU4wqxFZ8q
20322,27.561217,SRM,2022-02-02,Gy4sp9PZE3bCddqkgf8smpa544GGSzLu3W31cURBZ4QT,Gy4sp9PZE3bCddqkgf8smpa544GGSzLu3W31cURBZ4QT
20323,0.047604,SRM,2022-02-02,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs
20324,13.691015,SRM,2022-02-03,434xCHw45cAJgMoiKkaP2obeeuwnu5MjL2jW8J9zHQHg,434xCHw45cAJgMoiKkaP2obeeuwnu5MjL2jW8J9zHQHg
20325,73.74365,SRM,2022-02-03,4e9PmoYQprMU9iYr7LYxWs7RChmsEx3NZjHgbj5SzT1Y,4e9PmoYQprMU9iYr7LYxWs7RChmsEx3NZjHgbj5SzT1Y
20326,71.38375,SRM,2022-02-03,7CFCE5Av2mnxhjgTVAqKkkqstVnfBVhagt29ExiWkGmE,7CFCE5Av2mnxhjgTVAqKkkqstVnfBVhagt29ExiWkGmE
20327,25.987793,SRM,2022-02-03,E5oMEyeZLvSxrhwrnMVSiG1xTGY6UfFdNSjX3iDaeHQz,E5oMEyeZLvSxrhwrnMVSiG1xTGY6UfFdNSjX3iDaeHQz
20328,56.880428,SRM,2022-02-03,EDvWBmYG1fBFy4aGuo4kn42R9WeUAcxUU1T6GFjVcj4K,EDvWBmYG1fBFy4aGuo4kn42R9WeUAcxUU1T6GFjVcj4K
20329,4.9828,SRM,2022-02-03,GyDFLcKon4Y1vjda72ghuPez8AnFLXhVuGBida8syV66,GyDFLcKon4Y1vjda72ghuPez8AnFLXhVuGBida8syV66
20330,1888.427055,SRM,2022-02-03,HGpYjXi9nrFxJikYyFpvRfwk2XstrvhbUpYyd9guZvzs,HGpYjXi9nrFxJikYyFpvRfwk2XstrvhbUpYyd9guZvzs
20331,19.763318,SRM,2022-02-04,6kg7dThw49VSRPVBZFxwcFQggQTT3DRryYvWWamCYPC7,6kg7dThw49VSRPVBZFxwcFQggQTT3DRryYvWWamCYPC7
20332,21.0,SRM,2022-02-04,9zXv9a9NAQjTDMBWHNgbSboSTAxHtbCwxmCbhJ351bj5,9zXv9a9NAQjTDMBWHNgbSboSTAxHtbCwxmCbhJ351bj5
20333,22.662836,SRM,2022-02-04,C5PLUmZJN18KEssnqyMH1DLN6AytVZgRD8d7uk1qcYzj,C5PLUmZJN18KEssnqyMH1DLN6AytVZgRD8d7uk1qcYzj
20334,1030.8,SRM,2022-02-04,DE3swkTf9q36fDg19sVtg1dLRUm4MsKfRc1LrhWLLfba,DE3swkTf9q36fDg19sVtg1dLRUm4MsKfRc1LrhWLLfba
20335,99.9,SRM,2022-02-04,Eij7JqTVBM7Yen1GdGE9FoG4vbJ2n8hXsiPEkDdkzRsP,Eij7JqTVBM7Yen1GdGE9FoG4vbJ2n8hXsiPEkDdkzRsP
20336,697.0,SRM,2022-02-04,H2Mi3iSQ3BExa9DCc4Q63YnjfTd3RU1dc9uDxDSvHjdD,H2Mi3iSQ3BExa9DCc4Q63YnjfTd3RU1dc9uDxDSvHjdD
20337,64.141738,SRM,2022-02-05,6CX7eZBP3kKFVG79MghKspownBT6CFzZypRUtir2A3Uv,6CX7eZBP3kKFVG79MghKspownBT6CFzZypRUtir2A3Uv
20338,72.860331,SRM,2022-02-05,CxaLPyY3V4SaNNxr3UHAK2gixBeEtkQdbfHTq2M1tnz4,CxaLPyY3V4SaNNxr3UHAK2gixBeEtkQdbfHTq2M1tnz4
20339,11.010409,SRM,2022-02-05,DRkyH4vGG8U2J1qy4vCKakYukvM1UGofgNPCp8UXQGGW,DRkyH4vGG8U2J1qy4vCKakYukvM1UGofgNPCp8UXQGGW
20340,3.948876,SRM,2022-02-05,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo
20341,1.685064,SRM,2022-02-05,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ
20342,459.907571,SRM,2022-02-05,GJABjG9mDXtiedmfp9thKTVt9oxPjiGHAaEJd3k4thZ2,GJABjG9mDXtiedmfp9thKTVt9oxPjiGHAaEJd3k4thZ2
20343,45.1,SRM,2022-02-05,HCrhq55Nt8GPS171vEzx2PiuyvA3c2ABYw4YkAB3B6uH,HCrhq55Nt8GPS171vEzx2PiuyvA3c2ABYw4YkAB3B6uH
20344,25.0,SRM,2022-02-06,3tLY2ZhmDJ9McSWjWPCRQrnjQ9uxTGWBoWRRnZ4nSH5e,3tLY2ZhmDJ9McSWjWPCRQrnjQ9uxTGWBoWRRnZ4nSH5e
20345,533.528627,SRM,2022-02-06,5G8cnotinxTHR5SCyB1d5pnyYL5M864w2hfqXRgcRTJX,5G8cnotinxTHR5SCyB1d5pnyYL5M864w2hfqXRgcRTJX
20346,1649.888156,SRM,2022-02-06,5fbdPBgGEiKrqmQd8Djmf4SGBU9cAf7FjfsfW133ZfCi,5fbdPBgGEiKrqmQd8Djmf4SGBU9cAf7FjfsfW133ZfCi
20347,45.238,SRM,2022-02-06,5uji3QoFzxoLDdrQ84P6CaxRq7ky5WXrQYpaFZkAmgpP,5uji3QoFzxoLDdrQ84P6CaxRq7ky5WXrQYpaFZkAmgpP
20348,10.0,SRM,2022-02-06,AQ6rfYcMJEPCYXzskvZZdUPA4FAHqhBP9TDUnnMTvbq,AQ6rfYcMJEPCYXzskvZZdUPA4FAHqhBP9TDUnnMTvbq
20349,11.106065,SRM,2022-02-07,2JAHfmFcHeqUyEYH8eh1cYLsxKaKHUuXvDPqThT41UZu,2JAHfmFcHeqUyEYH8eh1cYLsxKaKHUuXvDPqThT41UZu
20350,351.761369,SRM,2022-02-07,3BCA9Xq9aGvpEYdczx4HCuWNUowUBWbGD7pdcXkdBdfQ,3BCA9Xq9aGvpEYdczx4HCuWNUowUBWbGD7pdcXkdBdfQ
20351,1399.231088,SRM,2022-02-07,3mMQjhqgA8h24E9FX9MTUSfu1siTeV7nFiimxqduLjBp,3mMQjhqgA8h24E9FX9MTUSfu1siTeV7nFiimxqduLjBp
20352,2312.007183,SRM,2022-02-07,5zML5Y9UmMS2ByoHFFJ1amWGj5GELrcVGspUbZbyuTQW,5zML5Y9UmMS2ByoHFFJ1amWGj5GELrcVGspUbZbyuTQW
20353,100.144526,SRM,2022-02-07,8Ng9m62YUhYvGLMwwpgcr1tvSGmcB22F8KbsT6E5L2iE,8Ng9m62YUhYvGLMwwpgcr1tvSGmcB22F8KbsT6E5L2iE
20354,0.094668,SRM,2022-02-07,C9wX7Kok5waoVnaJeZuyP3wLUKRS1RAdwpwjrCvHHt26,C9wX7Kok5waoVnaJeZuyP3wLUKRS1RAdwpwjrCvHHt26
20355,1500.0,SRM,2022-02-07,Dk3ekHk1MZP3ujpdVUSYzgBWUFLE1kgscFRYLU91Av6D,Dk3ekHk1MZP3ujpdVUSYzgBWUFLE1kgscFRYLU91Av6D
20356,553.05,SRM,2022-02-07,EmDm4EzRaBu45rkq3pmS81WUNJCt1wC6KxFaMjFBYqV3,EmDm4EzRaBu45rkq3pmS81WUNJCt1wC6KxFaMjFBYqV3
20357,1.915347,SRM,2022-02-07,FdyzMwLsF4kHHCxFKa1rYPpW7AkU5vQKrjYXCLoTLB1u,FdyzMwLsF4kHHCxFKa1rYPpW7AkU5vQKrjYXCLoTLB1u
20358,530.538839,SRM,2022-02-08,2u3QyeG6GoBSdEtXaxkKRhSWog88FnY7jnqJqxvj4Ncm,2u3QyeG6GoBSdEtXaxkKRhSWog88FnY7jnqJqxvj4Ncm
20359,687.98537,SRM,2022-02-08,4Mhk8M6c8LxLb3MDUzTzBUKKj8zAcHjKwgjbVASrWLKi,4Mhk8M6c8LxLb3MDUzTzBUKKj8zAcHjKwgjbVASrWLKi
20360,1833.283145,SRM,2022-02-08,4vKVUVWuwEUgh8DfxMtuoDdDuRpJRdrmmHbrxTPhwQcu,4vKVUVWuwEUgh8DfxMtuoDdDuRpJRdrmmHbrxTPhwQcu
20361,25.300406,SRM,2022-02-08,5YZXVWRV2Df8jKNcTBkDy2Kji4gaxFeroMGa81iy52Bv,5YZXVWRV2Df8jKNcTBkDy2Kji4gaxFeroMGa81iy52Bv
20362,1952.370243,SRM,2022-02-08,7Jyo9vqzty3nWT27oPNmSRstiYCjs2ixsQLKkEYwtH8d,7Jyo9vqzty3nWT27oPNmSRstiYCjs2ixsQLKkEYwtH8d
20363,7.81323,SRM,2022-02-08,8ysDtK69BRmBm8s2cCb5KGgBLhRPLk5woixpXjPfeXPx,8ysDtK69BRmBm8s2cCb5KGgBLhRPLk5woixpXjPfeXPx
20364,57.091868,SRM,2022-02-08,AUECYvjLKtHJsHrJWUXcyRbs6EXFhi5QNRjD6MpsmH5t,AUECYvjLKtHJsHrJWUXcyRbs6EXFhi5QNRjD6MpsmH5t
20365,2179.718689,SRM,2022-02-08,CqPzBzHuJ67KMKUN5BsdZsJavaD5WUFvyUbVPswmJj7F,CqPzBzHuJ67KMKUN5BsdZsJavaD5WUFvyUbVPswmJj7F
20366,17.945263,SRM,2022-02-08,tbnpbYYPV7q53NQtWHwRKo5igSLAyHj6Yb3VgVVLCkJ,tbnpbYYPV7q53NQtWHwRKo5igSLAyHj6Yb3VgVVLCkJ
20367,1137.107074,SRM,2022-02-09,4ugLTix5xxrVXussnQzLNmm3GH3mFUNPkkYdGcHneAq4,4ugLTix5xxrVXussnQzLNmm3GH3mFUNPkkYdGcHneAq4
20368,4.058109,SRM,2022-02-09,6QjBY9Ao21MkaG5AqWKqC9334B54iwgiFwTXHnNyBHy8,6QjBY9Ao21MkaG5AqWKqC9334B54iwgiFwTXHnNyBHy8
20369,1243.611098,SRM,2022-02-09,6RbXyrzU9kq4EYdP9PKDtC6ye9Vi1z7wX5C6jd8MrwR4,6RbXyrzU9kq4EYdP9PKDtC6ye9Vi1z7wX5C6jd8MrwR4
20370,495.982864,SRM,2022-02-09,ERGranFSj9arJtQqridkP7qFXGmLdV5qyAoR683pQ64J,ERGranFSj9arJtQqridkP7qFXGmLdV5qyAoR683pQ64J
20371,11.112521,SRM,2022-02-10,2JAHfmFcHeqUyEYH8eh1cYLsxKaKHUuXvDPqThT41UZu,2JAHfmFcHeqUyEYH8eh1cYLsxKaKHUuXvDPqThT41UZu
20372,4277.082908,SRM,2022-02-10,853jQrE45PErDw8BHWYWxYUsBTWsxJribxMiddzmab1w,853jQrE45PErDw8BHWYWxYUsBTWsxJribxMiddzmab1w
20373,157.778641,SRM,2022-02-10,AUECYvjLKtHJsHrJWUXcyRbs6EXFhi5QNRjD6MpsmH5t,AUECYvjLKtHJsHrJWUXcyRbs6EXFhi5QNRjD6MpsmH5t
20374,560.0,SRM,2022-02-10,FFnjmWVHP93yccHXqkPD9fetwzC1R2PHcDK9wEnS5iLV,FFnjmWVHP93yccHXqkPD9fetwzC1R2PHcDK9wEnS5iLV
20375,0.77035,SRM,2022-02-10,HkM7BgFLZyGH6iNb4ueKf1TC6WxXbCmMyqqWDAGpdCFB,HkM7BgFLZyGH6iNb4ueKf1TC6WxXbCmMyqqWDAGpdCFB
20376,1.007751,SRM,2022-02-10,cWVBFCqXdiMJJkTHtTVkmz1Kqf8ChHEQfGCn3xBayto,cWVBFCqXdiMJJkTHtTVkmz1Kqf8ChHEQfGCn3xBayto
20377,100.0,SRM,2022-02-11,5tVfhJ89YAJsSaiUFBGxvjDQH4UeJB71kqtGpc4kJgio,5tVfhJ89YAJsSaiUFBGxvjDQH4UeJB71kqtGpc4kJgio
20378,50.0,SRM,2022-02-11,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS,6KLz8NiRsCY1TqjBywuXUx5i9wv6htAwJWCnuZDGKtiS
20379,4.324286,SRM,2022-02-11,79UC69VAj8X9QoWYdmLmJnK7oWZUr9BzRrGGbWxyMYfA,79UC69VAj8X9QoWYdmLmJnK7oWZUr9BzRrGGbWxyMYfA
20380,63.825661,SRM,2022-02-11,E1YkwzVeSbqWGZkyKkT171YaeffpLz9kQHizd1VMgmZs,E1YkwzVeSbqWGZkyKkT171YaeffpLz9kQHizd1VMgmZs
20381,1500.0,SRM,2022-02-11,FHMuZ1ZcCT3SacK3KMYcoKqSmF15Mq1aJiTnf9ZiagZf,FHMuZ1ZcCT3SacK3KMYcoKqSmF15Mq1aJiTnf9ZiagZf
20382,0.016364,SRM,2022-02-11,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs,J9zW1BogAUG72bMraNbGKzELyjyifUoiFrS2R6YizdDs
20383,46.95,SRM,2022-02-12,2R8iF5KEbK7DZrE2DsmPHfAfajcr4gNE1FTviizccUwy,2R8iF5KEbK7DZrE2DsmPHfAfajcr4gNE1FTviizccUwy
20384,0.064611,SRM,2022-02-12,3cv1G1bJ6WyRbguvWy1t6jEmabAvKwp6F4KuGiKu7ph8,3cv1G1bJ6WyRbguvWy1t6jEmabAvKwp6F4KuGiKu7ph8
20385,60.159694,SRM,2022-02-12,9mB6uxjNfvCqd32GJzfVjZDYyS4cBHrRrW1AXQjcSDaU,9mB6uxjNfvCqd32GJzfVjZDYyS4cBHrRrW1AXQjcSDaU
20386,585.438831,SRM,2022-02-12,FsHiNpLhb3CnvgrPi2Zaw78Tzc2nV8abGSnYvo3gLBV5,FsHiNpLhb3CnvgrPi2Zaw78Tzc2nV8abGSnYvo3gLBV5
20387,130.302022,SRM,2022-02-13,7x7YG6uL1TkpEw66kKiXvzn9RH2vWSXHWr2WSU57BnD8,7x7YG6uL1TkpEw66kKiXvzn9RH2vWSXHWr2WSU57BnD8
20388,1101.679819,SRM,2022-02-13,8VQV4UzptLWZqbGhnpB7hpYqbrR8kG9hwepoELq2EeaZ,8VQV4UzptLWZqbGhnpB7hpYqbrR8kG9hwepoELq2EeaZ
20389,8.037128,SRM,2022-02-13,8hFYbwkzEYEWgfASeoLQf1hfvHVv4zdxVRBW9vH8J66u,8hFYbwkzEYEWgfASeoLQf1hfvHVv4zdxVRBW9vH8J66u
20390,24.600193,SRM,2022-02-13,Cz1WZmBtpgXndU2SHkbTX7Smq1vh2sE84VpDAjF5F9YP,Cz1WZmBtpgXndU2SHkbTX7Smq1vh2sE84VpDAjF5F9YP
20391,39.548082,SRM,2022-02-13,ErELM9mHHE39b8yEbm8r7jWSZtmGheHA2gNjFPjNAWT8,ErELM9mHHE39b8yEbm8r7jWSZtmGheHA2gNjFPjNAWT8
20392,7.642865,SRM,2022-02-13,EuWWp9QSAtA8sX98yoe4kkdJ8b9baAs5F8JU4wqxFZ8q,EuWWp9QSAtA8sX98yoe4kkdJ8b9baAs5F8JU4wqxFZ8q
20393,137.422975,SRM,2022-02-13,ozENmNL4Z7YHvi6d9XAXpJp9T8B1q7NAuTsaDuFk4Cv,ozENmNL4Z7YHvi6d9XAXpJp9T8B1q7NAuTsaDuFk4Cv
20394,1816.482615,SRM,2022-02-15,3ujdd4gcDxaFus3NAPibvxVK7uqLzs9VZpnfTRwW9Wjg,3ujdd4gcDxaFus3NAPibvxVK7uqLzs9VZpnfTRwW9Wjg
20395,3.0,SRM,2022-02-15,3xEkp9RiiqBxdFBeWmHmrhTNrRt7puFqwnHK8KCDnkQN,3xEkp9RiiqBxdFBeWmHmrhTNrRt7puFqwnHK8KCDnkQN
20396,62.158816,SRM,2022-02-16,7V4bYsx7LXLikhPsXPNedvmHb6swdz8v3PHRZnUT4NHk,7V4bYsx7LXLikhPsXPNedvmHb6swdz8v3PHRZnUT4NHk
20397,0.077955,SRM,2022-02-16,HLsaDHnA1ZB8LCnnBwg9siXgrkt4CznDn4MEqvZtnrXZ,HLsaDHnA1ZB8LCnnBwg9siXgrkt4CznDn4MEqvZtnrXZ
20398,48.41,SRM,2022-02-17,9Tcn8Sz2vMvvNYAsETTX3wMEDpFoccBrLzYSvYuQbB3,9Tcn8Sz2vMvvNYAsETTX3wMEDpFoccBrLzYSvYuQbB3
20399,207.371029,SRM,2022-02-17,CKfee7MJXkhnZqs5AT2Ya1UBbC25BwFVoLun7twubhby,CKfee7MJXkhnZqs5AT2Ya1UBbC25BwFVoLun7twubhby
20400,5.743758,SRM,2022-02-17,DbkRpj3hmydjGcSEYFP73PkECT8QS2uuV9kZqVFwkrxY,DbkRpj3hmydjGcSEYFP73PkECT8QS2uuV9kZqVFwkrxY
20401,54.660954,SRM,2022-02-17,wSEMnXQHtrYupFCweDsvkxEfWMRxJBY6Ln8zttUNHRc,wSEMnXQHtrYupFCweDsvkxEfWMRxJBY6Ln8zttUNHRc
20402,14.003212,SRM,2022-02-18,68kSjSHoKy5sJ3yBKQStKk5vFtLYWaZN6qKEBjuj94Tv,68kSjSHoKy5sJ3yBKQStKk5vFtLYWaZN6qKEBjuj94Tv
20403,4717.778018,SRM,2022-02-18,6d5tBL8nxsCBFrUwEkEmUp88njDLFUB7RDQ2u9UugGvU,6d5tBL8nxsCBFrUwEkEmUp88njDLFUB7RDQ2u9UugGvU
